N_problems,T_fdm_s,T_pinn_s
1,0.006832760348333977,10.083505501010222
10,0.06832760348333977,10.085868757130811
100,0.6832760348333977,10.109501318336697
1000,6.832760348333977,10.34582693039556
10000,68.32760348333977,12.70908305098419
